Idx,Name,Stdmode,Shape,Weight,Anicount,Source,Reserved,Looks,DuraMax,Ac,Ac2,Mac,Mac2,Dc,Dc2,Mc,Mc2,Sc,Sc2,Need,NeedLevel,Price,Stock,Color,OverLap,HP,MP,Light,Horse,Element,Expand1,Expand2,Expand3,Element1,Element2,Element3,Element4,Element5,Element6,Element7,Element8,Element9,Element10,Element11,Element12,Element13,Element14,Element15,Element16,Element17,Element18,Element19,Element20
236,神翼天尊(男),66,252,80,0,0,0,4600,60000,17,35,17,35,50,65,0,0,0,0,0,300,62000,95,251,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,神翼天尊(女),67,252,80,0,0,0,4601,60000,17,35,17,35,50,65,0,0,0,0,0,300,62000,95,251,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,炽色焱魔,68,0,175,0,0,0,4602,60000,0,0,0,0,65,155,0,0,0,0,0,300,62000,20,251,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,炽色焱魔111,69,0,175,0,0,0,4602,60000,0,0,0,0,65,155,0,0,0,0,0,300,62000,20,251,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,╔════╗,26,0,2,0,0,0,290,4000,0,0,0,0,0,1,0,0,0,0,0,20,7273,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,║基础物品║,26,0,2,0,0,0,290,4000,0,0,0,0,0,1,0,0,0,0,0,20,7273,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,╚════╝,26,0,2,0,0,0,290,4000,0,0,0,0,0,1,0,0,0,0,0,20,7273,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,命运之书,41,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,肉,40,0,3,0,0,0,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,2000,10000,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,干肉,1,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,10,10000,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,鸡肉,40,0,1,0,0,0,13,4000,0,0,0,0,0,0,0,0,0,0,0,0,80,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,食人树叶,42,0,1,0,0,0,255,1,0,0,0,0,0,0,0,0,0,0,0,0,50,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,毒蜘蛛牙齿,42,0,1,0,0,0,253,1,0,0,0,0,0,0,0,0,0,0,0,0,50,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,食人树果实,42,0,1,0,0,0,256,1,0,0,0,0,0,0,0,0,0,0,0,0,300,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,蝎子尾巴,42,0,1,0,0,0,254,1,0,0,0,0,0,0,0,0,0,0,0,0,50,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,蛆卵,42,0,1,0,0,0,252,1,0,0,0,0,0,0,0,0,0,0,0,0,500,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,介绍信,50,0,1,1,1,0,266,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,骰子,45,6,1,0,0,0,360,1,0,0,0,0,0,0,0,0,0,0,0,0,3000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,佛牌,45,2,1,0,0,0,368,1,0,0,0,0,0,0,0,0,0,0,0,0,500,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,彩票,3,11,1,0,0,0,265,1,0,0,0,0,0,0,0,0,0,0,0,0,500,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,药剂师的信,46,1,1,0,0,0,266,1,0,0,0,0,0,0,0,0,0,0,0,0,10,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,头盔,15,0,5,0,0,0,105,1000,0,0,0,0,0,0,0,0,0,0,0,1,10,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,鹿茸,0,1,5,0,0,0,6,1,100,0,100,0,0,0,0,0,0,0,0,0,4545,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,鹿血,0,1,1,0,0,0,23,1,20,0,20,0,0,0,0,0,0,0,0,0,4000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,筹码,46,1,2,110,0,0,391,1,0,0,0,0,0,0,0,0,0,0,0,0,1000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,筹码包,31,110,14,0,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,6200,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,布衣(男),10,1,5,0,0,0,60,5000,0,2,0,1,0,0,0,0,0,0,0,1,400,100,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,布衣(女),11,1,5,0,0,0,80,5000,0,2,0,1,0,0,0,0,0,0,0,1,400,100,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,轻型盔甲(男),10,2,8,0,0,0,61,8000,3,3,1,2,0,0,0,0,0,0,0,11,3000,100,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,轻型盔甲(女),11,2,8,0,0,0,81,8000,3,3,1,2,0,0,0,0,0,0,0,11,3000,100,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,重盔甲(女),11,3,23,0,0,0,82,25000,4,7,2,3,0,0,0,0,0,0,0,22,10000,20,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,魔法长袍(女),11,4,12,0,0,0,83,20000,3,5,3,4,0,0,0,2,0,0,0,22,9091,20,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,灵魂战衣(女),11,5,15,0,0,0,84,20000,3,6,3,3,0,0,0,0,0,2,0,22,9091,20,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,重盔甲(男),10,3,23,0,0,0,62,25000,4,7,2,3,0,0,0,0,0,0,0,22,10000,20,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,魔法长袍(男),10,4,12,0,0,0,63,20000,3,5,3,4,0,0,0,2,0,0,0,22,9091,20,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,灵魂战衣(男),10,5,15,0,0,0,64,20000,3,6,3,3,0,0,0,0,0,2,0,22,9091,20,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,中型盔甲(男),10,2,18,0,0,0,61,12000,3,5,1,2,0,0,0,0,0,0,0,16,5500,100,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,中型盔甲(女),11,2,18,0,0,0,81,12000,3,5,1,2,0,0,0,0,0,0,0,16,5500,100,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,战神盔甲(男),10,3,45,0,0,0,62,30000,5,9,3,5,0,0,0,0,0,0,1,46,35000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,战神盔甲(女),11,3,45,0,0,0,82,30000,5,9,3,5,0,0,0,0,0,0,1,46,35000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,幽灵战衣(男),10,5,26,0,0,0,64,28000,4,7,3,3,0,0,0,0,1,4,3,27,35000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,幽灵战衣(女),11,5,26,0,0,0,84,28000,4,7,3,3,0,0,0,0,1,4,3,27,35000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,恶魔长袍(男),10,4,19,0,0,0,63,28000,4,7,3,4,0,0,1,4,0,0,2,28,35000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,恶魔长袍(女),11,4,19,0,0,0,83,28000,4,7,3,4,0,0,1,4,0,0,2,28,35000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,鹤嘴锄,6,19,10,0,0,0,50,10000,0,0,0,0,0,8,0,0,0,0,0,1,700,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,木剑,5,1,7,0,0,0,30,4000,0,5,0,0,7,7,0,0,0,0,0,1,50,100,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,铁剑,5,2,10,0,0,0,36,10000,0,0,0,0,5,9,0,0,0,0,0,10,1000,100,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,青铜剑,5,2,9,0,0,0,31,6000,0,0,0,0,3,7,0,0,0,0,0,5,900,100,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,凝霜,5,13,20,0,0,0,45,20000,0,0,0,0,10,13,0,0,0,0,0,25,8000,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,短剑,5,4,9,0,0,0,33,8000,0,0,0,0,3,11,0,0,0,0,0,10,1000,100,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,青铜斧,5,3,10,0,0,0,32,10000,0,0,0,0,0,15,0,0,0,0,0,13,1500,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,匕首,5,6,5,0,0,0,35,10000,0,0,0,0,4,5,0,0,0,0,0,1,500,100,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,海魂,6,8,12,0,0,0,39,12000,0,0,0,0,3,10,1,2,0,0,0,15,3000,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,修罗,5,7,40,0,0,0,40,25000,0,0,0,0,0,20,0,0,0,0,0,22,10000,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,凌风,5,5,20,0,0,0,34,18000,0,0,0,0,6,12,0,0,0,0,0,19,4545,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,破魂,5,6,8,0,0,0,51,11000,0,2,0,0,8,10,0,0,0,0,0,20,5000,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,斩马刀,5,10,27,0,0,0,37,19000,0,0,0,0,5,15,0,0,0,0,0,20,6000,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,乌木剑,5,1,8,0,0,0,43,7000,0,0,0,0,4,8,0,1,0,0,0,1,3636,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,八荒,5,15,25,27,0,0,44,18000,0,0,0,0,4,12,0,0,0,0,0,15,4545,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,半月,5,16,16,0,0,0,46,14000,0,0,0,0,5,10,0,1,1,1,0,15,3000,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,古铜戒指,22,0,1,0,0,0,145,5000,0,0,0,0,0,1,0,0,0,0,0,3,500,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,青铜头盔,15,0,4,0,0,0,100,8000,0,1,0,0,0,0,0,0,0,0,0,10,909,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,金项链,20,0,1,0,0,0,222,8000,0,0,0,1,0,1,0,0,0,0,0,2,500,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,铁手镯,24,0,1,0,0,0,180,4000,0,1,0,0,0,0,0,0,0,0,0,3,800,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,玻璃戒指,22,0,1,0,0,0,143,3000,0,0,0,0,0,0,0,0,0,1,0,7,800,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,牛角戒指,22,0,1,0,0,0,140,6000,0,0,0,1,0,1,0,0,0,0,0,9,1000,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,蓝色水晶戒指,22,0,1,0,0,0,142,10000,0,0,0,2,1,0,0,0,0,0,0,16,1500,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,六角戒指,22,0,1,0,0,0,144,6000,0,0,0,0,0,0,0,1,0,0,0,7,800,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,黑檀项链,20,0,1,0,0,0,220,8000,0,0,0,0,0,0,1,0,0,0,0,13,1200,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,黄色水晶项链,20,0,1,0,0,0,221,8000,0,0,0,0,0,0,0,0,1,0,0,13,1200,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,黑色水晶项链,20,0,1,0,0,0,225,8000,0,0,0,0,1,0,0,0,0,0,0,13,1500,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,魔法头盔,15,0,4,0,0,0,100,8000,0,1,1,1,0,0,0,0,0,0,0,14,1818,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,皮制手套,26,0,2,0,0,0,190,6000,0,1,0,0,0,0,0,0,0,0,0,7,1500,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,坚固手套,26,0,3,0,0,0,191,8000,0,2,0,0,0,0,0,0,0,0,0,18,6364,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,钢手镯,26,0,1,0,0,0,180,5000,0,1,0,1,0,0,0,0,0,0,0,8,1818,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,生铁戒指,22,0,1,0,0,0,141,5000,0,2,0,0,0,0,0,1,0,0,2,9,2727,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,金戒指,22,0,1,0,0,0,148,5000,0,0,0,3,1,1,1,1,1,1,0,20,7273,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,灯笼项链,19,0,1,0,0,0,233,8000,0,1,0,0,1,0,0,0,0,0,0,18,2727,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,白色虎齿项链,19,0,1,0,0,0,230,7000,0,2,0,0,0,0,0,0,1,1,3,11,3636,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,魅力戒指,23,0,1,0,0,0,159,5000,0,0,0,0,0,0,1,2,0,0,0,23,3636,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,道德戒指,23,0,1,0,0,0,153,5000,0,0,0,0,0,0,0,0,1,2,0,23,3636,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,白金项链,20,0,1,0,0,0,231,6000,0,0,0,0,0,0,0,2,0,0,2,10,1818,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,降妖除魔戒指,22,0,1,0,0,0,152,5000,0,0,0,4,1,2,1,2,1,2,0,25,8000,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,躲避手链,20,0,1,0,0,0,238,8000,0,0,0,3,0,0,0,0,0,0,3,12,20000,50,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,偃月,6,18,13,0,0,0,49,12000,0,0,0,0,4,10,1,3,0,0,0,20,9091,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,降魔,5,14,20,0,0,0,47,17000,0,1,0,0,6,11,0,0,1,2,0,20,9091,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,传统项链,20,0,1,0,0,0,237,8000,0,1,0,0,0,0,0,0,0,0,0,3,1000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,小手镯,26,0,1,0,0,0,192,5000,0,0,0,1,0,0,0,0,0,0,0,5,1000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,银手镯,24,0,2,0,0,0,202,7000,0,0,0,1,0,0,0,0,0,0,0,7,1500,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,大手镯,26,0,2,0,0,0,203,10000,1,1,0,0,0,0,0,0,0,0,0,9,4545,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,黑色水晶戒指,22,0,1,0,0,0,163,5000,0,0,0,0,0,2,0,0,0,0,0,20,1818,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,魔鬼项链,20,0,1,0,0,0,235,8000,0,0,0,0,2,0,0,0,0,0,0,17,2500,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,珊瑚戒指,22,0,1,0,0,0,164,5000,0,0,0,0,0,4,0,0,0,0,0,25,10000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,蓝翡翠项链,20,0,1,0,0,0,246,8000,0,0,0,0,2,2,0,0,0,0,0,23,9091,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,蛇眼戒指,22,0,1,0,0,0,165,5000,0,0,0,0,0,0,0,2,0,0,0,20,1818,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,琥珀项链,20,0,1,0,0,0,236,6000,0,0,0,0,0,0,2,0,0,0,0,17,1818,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,放大镜,20,0,1,0,0,0,245,6000,0,0,0,0,0,0,1,3,0,0,0,24,6000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,珍珠戒指,22,0,1,0,0,0,161,5000,0,0,0,0,0,0,0,0,0,2,0,20,1818,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,竹笛,20,0,1,0,0,0,242,7000,0,0,0,0,0,0,0,0,1,3,0,24,6000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,骷髅戒指,22,0,1,0,0,0,177,5000,0,0,0,0,0,3,0,0,0,0,1,30,4545,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,死神手套,26,0,2,0,0,0,188,8000,0,0,0,0,1,2,0,0,0,0,0,22,8000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,骷髅头盔,15,0,5,0,0,0,103,8000,2,3,0,0,0,0,0,0,0,0,1,30,7273,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,魔法手镯,26,0,1,0,0,0,205,7000,0,1,1,2,0,0,0,0,0,0,0,18,4000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,金手镯,26,0,1,0,0,0,207,7000,0,0,2,3,0,1,0,0,0,0,0,23,6364,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,道士头盔,15,0,3,0,0,0,106,8000,1,2,2,3,0,0,0,0,0,0,0,24,5000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,凤凰明珠,20,0,1,0,0,0,243,7000,0,1,0,0,0,0,0,0,1,2,0,17,1818,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,道士手镯,26,0,1,0,0,0,198,7000,0,0,0,0,0,0,0,0,0,1,0,19,3636,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,黑檀手镯,26,0,1,0,0,0,211,6000,0,0,0,0,0,0,0,1,0,0,0,19,3636,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,魔力手镯,26,0,2,0,0,0,290,4000,0,0,0,0,0,1,0,0,0,0,0,20,7273,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,╔════╗,26,0,2,0,0,0,290,4000,0,0,0,0,0,1,0,0,0,0,0,20,7273,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,║药水区域║,26,0,2,0,0,0,290,4000,0,0,0,0,0,1,0,0,0,0,0,20,7273,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,╚════╝,26,0,2,0,0,0,290,4000,0,0,0,0,0,1,0,0,0,0,0,20,7273,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,沃玛号角,44,0,1,0,0,0,261,1,0,0,0,0,0,0,0,0,0,0,0,0,3000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,祖玛头像,44,1,1,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,1,3000,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,金创药(小量),0,0,1,102,0,0,398,1,20,0,0,0,0,0,0,0,0,0,0,0,80,200,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,魔法药(小量),0,0,1,103,0,0,394,1,0,0,30,0,0,0,0,0,0,0,0,0,80,200,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,金创药(中量),0,0,2,104,0,0,400,1,50,0,0,0,0,0,0,0,0,0,0,0,200,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,魔法药(中量),0,0,2,105,0,0,396,1,0,0,80,0,0,0,0,0,0,0,0,0,200,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,太阳水,0,1,1,0,0,0,16,0,30,0,40,0,0,0,0,0,0,0,0,1,909,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,强效金创药,0,0,3,100,0,0,28,1,90,0,0,0,0,0,0,0,0,0,0,0,540,5,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
